Gene name	Gene stable ID
	ENSG00000224277
IGLV2-5	ENSG00000253234
VPREB3	ENSG00000128218
MRPS5P4	ENSG00000266915
	ENSG00000276174
	ENSG00000272578
CTIF	ENSG00000134030
VN1R9P	ENSG00000276400
ABHD17AP4	ENSG00000229107
	ENSG00000235592
	ENSG00000287864
SRPX	ENSG00000101955
ASCC2	ENSG00000100325
LINC00871	ENSG00000288232
LINC00685	ENSG00000226179
	ENSG00000235820
	ENSG00000283400
	ENSG00000276638
GRPR	ENSG00000126010
WFDC9	ENSG00000180205
	ENSG00000283631
TMSB10P2	ENSG00000235211
BEND2	ENSG00000177324
	ENSG00000236772
	ENSG00000231081
SOGA1	ENSG00000149639
MOSPD2	ENSG00000130150
LINC01924	ENSG00000267134
RPL29P32	ENSG00000242945
	ENSG00000264564
	ENSG00000263688
LINC01919	ENSG00000263438
FAM3C2P	ENSG00000174028
LINC01456	ENSG00000225882
	ENSG00000235510
ADA	ENSG00000196839
FTH1P14	ENSG00000185638
RPL35AP37	ENSG00000236929
	ENSG00000278891
	ENSG00000286724
ARIH2P1	ENSG00000266296
	ENSG00000267789
RDXP2	ENSG00000223391
CLDN7P1	ENSG00000214031
TMEM47	ENSG00000147027
ME2	ENSG00000082212
UBE2E4P	ENSG00000233247
UBTFL11	ENSG00000233007
MDM4P1	ENSG00000225066
H2AZP6	ENSG00000233733
BAG1P1	ENSG00000232370
	ENSG00000236858
NPM1P9	ENSG00000231066
BRK1P1	ENSG00000219870
SRSF2P1	ENSG00000236072
IGLJ4	ENSG00000211680
PTP4A1P5	ENSG00000235642
	ENSG00000226679
	ENSG00000232350
	ENSG00000287171
LIF-AS1	ENSG00000232530
KLHL34	ENSG00000185915
	ENSG00000280356
AKAP17A	ENSG00000197976
SYN3	ENSG00000185666
SMPX	ENSG00000091482
LINC01728	ENSG00000233277
IGLV2-34	ENSG00000253120
	ENSG00000274173
	ENSG00000227880
	ENSG00000286483
	ENSG00000278920
	ENSG00000286803
	ENSG00000226573
DUXAP7	ENSG00000232136
LINC00489	ENSG00000225759
MYO18B-AS1	ENSG00000231933
SEMG1	ENSG00000124233
CNKSR2	ENSG00000149970
	ENSG00000223651
	ENSG00000228503
	ENSG00000285144
	ENSG00000273828
	ENSG00000220540
	ENSG00000279164
WFDC10A	ENSG00000180305
	ENSG00000276223
PGBD4P2	ENSG00000277708
FAM230B	ENSG00000215498
	ENSG00000286100
LINC01260	ENSG00000283440
WFDC5	ENSG00000175121
LINC00652	ENSG00000179935
	ENSG00000227813
	ENSG00000214526
IGLV4-3	ENSG00000211672
PPP1R16B	ENSG00000101445
POM121L8P	ENSG00000229266
FAM230I	ENSG00000178248
GAREM1	ENSG00000141441
IGLV2-18	ENSG00000211664
IGLV3-15	ENSG00000253786
LINC01422	ENSG00000223704
OSM	ENSG00000099985
HMGN1P31	ENSG00000267513
	ENSG00000266846
POM121L4P	ENSG00000217261
GLUD1P4	ENSG00000267486
	ENSG00000266900
	ENSG00000271238
	ENSG00000231495
	ENSG00000273664
	ENSG00000235271
	ENSG00000267732
AP1B1P2	ENSG00000232707
GUSBP11	ENSG00000228315
	ENSG00000234967
RPL7AP66	ENSG00000175886
DSEL-AS1	ENSG00000265533
NCOR1P1	ENSG00000240108
	ENSG00000267487
	ENSG00000264695
ATP6V1E1P2	ENSG00000266549
KIAA1755	ENSG00000149633
PSTPIP2	ENSG00000152229
CTDNEP1	ENSG00000288307
DRG1	ENSG00000185721
BPIFB9P	ENSG00000125997
MIR4527HG	ENSG00000267761
ZNF337	ENSG00000130684
RPIAP1	ENSG00000267597
	ENSG00000267401
ZBTB7C	ENSG00000184828
	ENSG00000275728
TOMM34	ENSG00000025772
CDC42EP1	ENSG00000128283
	ENSG00000281460
	ENSG00000236874
BPIFB6	ENSG00000167104
ZNRF3-IT1	ENSG00000235786
	ENSG00000100101
LINC02557	ENSG00000225413
	ENSG00000238195
	ENSG00000286063
	ENSG00000231405
	ENSG00000234646
IGLV3-22	ENSG00000211661
IGLV3-30	ENSG00000253329
	ENSG00000279447
IGLC4	ENSG00000254029
	ENSG00000287983
	ENSG00000235328
NPM1P19	ENSG00000223864
	ENSG00000234891
	ENSG00000231119
	ENSG00000281365
HORMAD2	ENSG00000176635
RPL12P3	ENSG00000233106
DHX35-DT	ENSG00000261431
PTPRT-AS1	ENSG00000227599
DHX35	ENSG00000101452
	ENSG00000288264
ELP5	ENSG00000288485
CLDN14	ENSG00000159261
FBXO7	ENSG00000100225
	ENSG00000286267
DIP2A-IT1	ENSG00000223692
	ENSG00000229925
	ENSG00000286178
	ENSG00000277693
NCOR1P4	ENSG00000279864
KCNJ6	ENSG00000157542
	ENSG00000286252
ATP5PO	ENSG00000241837
LINC01917	ENSG00000260433
	ENSG00000272788
	ENSG00000267316
ELOCP27	ENSG00000265545
ZCCHC2	ENSG00000141664
NCF4	ENSG00000100365
SNX18P26	ENSG00000227568
GXYLT1P1	ENSG00000230931
MRPL3P1	ENSG00000215349
CNN2P12	ENSG00000204718
LINC00349	ENSG00000231238
LINC00328-2P	ENSG00000225016
	ENSG00000121388
	ENSG00000268486
ANKRD20A9P	ENSG00000206192
SNX19P2	ENSG00000235500
ANKRD26P4	ENSG00000229427
	ENSG00000232692
TERF1P5	ENSG00000226361
	ENSG00000234894
RAD23BP3	ENSG00000226298
	ENSG00000232886
C1QTNF9	ENSG00000240654
KRTAP27-1	ENSG00000206107
KCNJ6-AS1	ENSG00000233213
LINC01700	ENSG00000232837
FDX1P2	ENSG00000227054
TOX2	ENSG00000124191
CHODL	ENSG00000154645
	ENSG00000275964
LINC00421	ENSG00000236834
PARP4	ENSG00000102699
BOD1L2	ENSG00000228075
CPLX4	ENSG00000166569
YBEY	ENSG00000182362
RIOK3	ENSG00000101782
	ENSG00000235573
ZNF70	ENSG00000187792
CLDN7	ENSG00000288292
	ENSG00000235485
SNORA71B	ENSG00000235408
KCNK15-AS1	ENSG00000244558
IGLV3-31	ENSG00000253920
IGLJ2	ENSG00000211676
	ENSG00000229976
MIATNB	ENSG00000244625
GAPDHP54	ENSG00000226769
EYA2	ENSG00000064655
	ENSG00000279669
LINC02558	ENSG00000230866
VPS26C	ENSG00000157538
Y_RNA	ENSG00000288215
SFI1	ENSG00000198089
SLC2A4	ENSG00000288174
OTC	ENSG00000036473
FBXO15	ENSG00000141665
	ENSG00000288555
	ENSG00000279751
SYTL5	ENSG00000147041
LINC00310	ENSG00000227456
	ENSG00000279493
	ENSG00000226012
	ENSG00000228235
CDRT15P9	ENSG00000279414
LINC00314	ENSG00000178457
	ENSG00000273840
S100B	ENSG00000160307
SLC35C2P1	ENSG00000223498
LINC01283	ENSG00000234191
VDAC2P1	ENSG00000214976
	ENSG00000273704
	ENSG00000235071
MCM3AP	ENSG00000160294
EIF5P2	ENSG00000275800
TFDP1P2	ENSG00000223723
USP12-AS2	ENSG00000230641
METTL1P1	ENSG00000176812
SC4MOP	ENSG00000224339
PLLPP1	ENSG00000237782
FTH1P27	ENSG00000234355
MIPEP	ENSG00000027001
TXLNG	ENSG00000086712
	ENSG00000288371
	ENSG00000280098
YBX2	ENSG00000288504
	ENSG00000274930
HNRNPA3P16	ENSG00000267233
NPC1	ENSG00000141458
LINC02871	ENSG00000125899
	ENSG00000238178
WFDC12	ENSG00000168703
RPS15AP40	ENSG00000233921
HMGB1P16	ENSG00000229384
RPL12P49	ENSG00000230180
	ENSG00000285899
	ENSG00000273451
	ENSG00000271136
GAPDHP65	ENSG00000235587
	ENSG00000269931
	ENSG00000233571
PPP4R3C	ENSG00000224960
	ENSG00000235292
GLRA2	ENSG00000101958
	ENSG00000233415
YWHAB	ENSG00000166913
EIF5A	ENSG00000288145
CBX1P2	ENSG00000214322
PDCL2P1	ENSG00000228610
LINC00442	ENSG00000232685
TDGF1P1	ENSG00000227988
PGAM1P7	ENSG00000213997
WFDC11	ENSG00000180083
PSPC1P1	ENSG00000227879
	ENSG00000231358
ADGRG2	ENSG00000173698
RHOT1P3	ENSG00000242756
	ENSG00000286117
RNF17	ENSG00000132972
WDR7-OT1	ENSG00000267225
SLC25A52	ENSG00000141437
ELMO2	ENSG00000062598
	ENSG00000267462
MYO5B	ENSG00000167306
CYP4F29P	ENSG00000228314
LINC01666	ENSG00000279579
BACH1	ENSG00000156273
BNIP3P6	ENSG00000257356
	ENSG00000257721
	ENSG00000258265
	ENSG00000271632
CDRT15P13	ENSG00000258781
	ENSG00000257825
	ENSG00000257635
	ENSG00000275563
	ENSG00000225555
	ENSG00000257731
CYYR1-AS1	ENSG00000197934
	ENSG00000257558
	ENSG00000278594
	ENSG00000276556
KRTAP20-3	ENSG00000206104
GRAMD4P4	ENSG00000274369
	ENSG00000279208
	ENSG00000277128
SPATA20P1	ENSG00000231123
	ENSG00000258367
	ENSG00000224413
	ENSG00000244676
	ENSG00000257959
	ENSG00000226115
	ENSG00000258314
	ENSG00000286224
RPS26P5	ENSG00000224602
KRTAP22-1	ENSG00000186924
TOMM40P1	ENSG00000277156
	ENSG00000278884
POTEM	ENSG00000222036
KRTAP13-2	ENSG00000182816
GPS2	ENSG00000288325
	ENSG00000229986
	ENSG00000270835
	ENSG00000287082
	ENSG00000233818
	ENSG00000286054
PSMA6P3	ENSG00000233767
	ENSG00000277067
SAMSN1-AS1	ENSG00000223662
LINC00114	ENSG00000223806
TTC3	ENSG00000182670
	ENSG00000277252
NF1P10	ENSG00000277529
MED15P1	ENSG00000257853
	ENSG00000276092
	ENSG00000267175
	ENSG00000257224
LINC01544	ENSG00000260440
	ENSG00000258076
OR11H13P	ENSG00000196143
	ENSG00000215398
ZNF24	ENSG00000172466
NBEAP6	ENSG00000285990
NF1P7	ENSG00000278143
	ENSG00000229169
CES5AP1	ENSG00000215478
CYCSP33	ENSG00000233545
MRPS31P2	ENSG00000232894
	ENSG00000286614
RPL22P20	ENSG00000239200
TPTE2P6	ENSG00000205822
DUXAP10	ENSG00000244306
	ENSG00000285840
	ENSG00000224027
PSPC1-AS2	ENSG00000226352
IGLV3-19	ENSG00000211663
LSP1P1	ENSG00000269099
	ENSG00000211683
	ENSG00000279550
	ENSG00000267341
	ENSG00000288103
NEK2P1	ENSG00000277367
	ENSG00000267764
CACNA1I	ENSG00000100346
TRDJ1	ENSG00000211825
ZNF962P	ENSG00000215604
	ENSG00000267143
TRDV2	ENSG00000211821
FAM207BP	ENSG00000228797
SEC11C	ENSG00000166562
	ENSG00000257175
TRAJ60	ENSG00000249446
POMP	ENSG00000132963
	ENSG00000257171
TRDD1	ENSG00000223997
TRAJ54	ENSG00000211836
TRAJ49	ENSG00000211840
TRDJ3	ENSG00000211828
	ENSG00000257310
TRDD3	ENSG00000228985
NOVA1	ENSG00000139910
	ENSG00000285681
	ENSG00000267269
	ENSG00000283579
	ENSG00000265094
	ENSG00000267400
	ENSG00000267079
LINC00297	ENSG00000224329
	ENSG00000275448
CDH7	ENSG00000081138
KATNAL1	ENSG00000102781
	ENSG00000288456
NEURL4	ENSG00000288301
NBEAP5	ENSG00000277710
TRAJ48	ENSG00000211841
TRAJ59	ENSG00000211832
	ENSG00000256221
DUXAP9	ENSG00000225210
	ENSG00000258364
TRAJ61	ENSG00000211831
TPGS2	ENSG00000134779
TRDC	ENSG00000211829
TRAJ58	ENSG00000211833
TRDJ4	ENSG00000211826
	ENSG00000238185
	ENSG00000259135
RPL26P34	ENSG00000225404
LINC00365	ENSG00000224511
ARHGAP5-AS1	ENSG00000258655
LINC02293	ENSG00000257185
	ENSG00000278496
RPL17P51	ENSG00000271429
HSPD1P9	ENSG00000228036
LINC01427	ENSG00000225321
TRAJ47	ENSG00000211842
TRDJ2	ENSG00000211827
MPHOSPH8	ENSG00000196199
G2E3-AS1	ENSG00000257636
	ENSG00000286083
TGM2	ENSG00000198959
TRAJ56	ENSG00000211835
KIAA1143P1	ENSG00000259086
	ENSG00000286527
NUBPL-DT	ENSG00000257155
LINC02294	ENSG00000257845
HEATR5A-DT	ENSG00000250365
NUBPL	ENSG00000151413
GGT4P	ENSG00000280208
C1QTNF9-AS1	ENSG00000240868
STK4-AS1	ENSG00000227477
UBE2L5	ENSG00000236444
CDC27P3	ENSG00000283005
	ENSG00000274261
BPIFB5P	ENSG00000233146
	ENSG00000287887
RIPOR3	ENSG00000042062
CCNA1	ENSG00000133101
	ENSG00000257672
ARHGAP16P	ENSG00000258894
BMS1P17	ENSG00000228294
TRDD2	ENSG00000237235
RPL32P29	ENSG00000244270
LINC02277	ENSG00000258487
SNX6	ENSG00000129515
RPL35AP	ENSG00000234075
ATG3P1	ENSG00000224357
	ENSG00000132832
SPATA2	ENSG00000158480
FAM83D	ENSG00000101447
RPS3AP51	ENSG00000225971
	ENSG00000279159
	ENSG00000229957
IGLL1	ENSG00000128322
	ENSG00000277425
	ENSG00000225181
SLC2A10	ENSG00000197496
	ENSG00000287062
	ENSG00000225458
TNRC6B	ENSG00000100354
RPS2P7	ENSG00000235508
	ENSG00000276923
KCNB1	ENSG00000158445
	ENSG00000267000
SERPINB10	ENSG00000242550
	ENSG00000232200
	ENSG00000278153
KCNK15	ENSG00000124249
RPL18AP2	ENSG00000225043
PAN3-AS1	ENSG00000261485
ETS2	ENSG00000157557
	ENSG00000234535
PUDPP3	ENSG00000214245
	ENSG00000237788
CCNQP3	ENSG00000231184
CDH22	ENSG00000149654
USPL1	ENSG00000132952
MC4R	ENSG00000166603
	ENSG00000279989
	ENSG00000267762
	ENSG00000279250
	ENSG00000278986
	ENSG00000278017
LINC01903	ENSG00000265555
	ENSG00000263745
	ENSG00000286099
MTND1P9	ENSG00000228995
	ENSG00000258690
RNF114	ENSG00000124226
TRAJ53	ENSG00000211837
KRT8P2	ENSG00000258828
	ENSG00000288279
TRAJ45	ENSG00000211844
TMX3	ENSG00000166479
ACAP1	ENSG00000288169
	ENSG00000258509
	ENSG00000259157
ATP5MC2P2	ENSG00000258401
TRAJ52	ENSG00000211838
FKBP3	ENSG00000100442
LINC00384	ENSG00000232117
	ENSG00000214093
	ENSG00000224404
URAD	ENSG00000183463
IGLVVI-25-1	ENSG00000253779
	ENSG00000232464
IGLC3	ENSG00000211679
MTCO3P2	ENSG00000232102
	ENSG00000279440
PARP4P2	ENSG00000224976
ELFN2	ENSG00000243902
PIK3IP1	ENSG00000100100
HMGB1	ENSG00000189403
	ENSG00000283529
TRAJ55	ENSG00000250688
	ENSG00000258619
	ENSG00000258381
CDC42P1	ENSG00000234933
	ENSG00000225170
	ENSG00000258901
KRT18P4	ENSG00000229222
FOXA1	ENSG00000129514
PPIAP10	ENSG00000224530
	ENSG00000288266
LINC01754	ENSG00000224565
LINC01746	ENSG00000274469
DIP2A	ENSG00000160305
	ENSG00000236028
LINC00645	ENSG00000258548
CFAP61-AS1	ENSG00000243810
	ENSG00000277301
	ENSG00000286250
IGLC1	ENSG00000211675
DUX4L34	ENSG00000282935
HORMAD2-AS1	ENSG00000227117
	ENSG00000288100
	ENSG00000239783
	ENSG00000258196
	ENSG00000257472
SLC25A21	ENSG00000183032
SLC35C2	ENSG00000080189
SLC35E4	ENSG00000100036
KCTD11	ENSG00000288399
	ENSG00000287381
	ENSG00000267687
	ENSG00000286649
	ENSG00000288409
	ENSG00000266844
TMEM95	ENSG00000288511
	ENSG00000279699
	ENSG00000227838
ISX	ENSG00000175329
RPL31P9	ENSG00000264054
ACTBP9	ENSG00000266920
	ENSG00000267686
GLRX5P3	ENSG00000271424
	ENSG00000287492
ARHGAP42P5	ENSG00000258233
RMC1	ENSG00000141452
	ENSG00000258850
	ENSG00000278147
TXNDC16	ENSG00000087301
RAI2	ENSG00000131831
PLA2G6	ENSG00000184381
STARD13-AS	ENSG00000236581
	ENSG00000286306
FTLP16	ENSG00000229735
RBM39P1	ENSG00000214019
	ENSG00000242021
CTPS2	ENSG00000047230
TRDV3	ENSG00000256590
SOHLH2	ENSG00000120669
	ENSG00000278009
	ENSG00000258601
	ENSG00000259042
LINC00648	ENSG00000259129
PTGDR	ENSG00000168229
LRR1	ENSG00000165501
LINC-ROR	ENSG00000258609
	ENSG00000279221
CTBP2P3	ENSG00000267153
	ENSG00000274275
	ENSG00000267088
PDHA1	ENSG00000131828
SS18L2P2	ENSG00000266201
	ENSG00000265484
	ENSG00000265425
RPL17P44	ENSG00000241088
SERPINB7	ENSG00000166396
ST6GALNAC4P1	ENSG00000233469
FEM1AP4	ENSG00000235876
	ENSG00000288542
CYP51A1P2	ENSG00000233588
TP53RK-DT	ENSG00000271784
LINC02286	ENSG00000258098
LINC00572	ENSG00000224405
	ENSG00000223492
	ENSG00000235415
APCDD1L	ENSG00000198768
	ENSG00000258387
	ENSG00000275002
TEX26-AS1	ENSG00000224743
LINC02315	ENSG00000251363
LINC02307	ENSG00000258969
KRT8P1	ENSG00000258948
FSCB	ENSG00000189139
EDEM2	ENSG00000088298
	ENSG00000258868
LINC02313	ENSG00000258474
LRFN5-DT	ENSG00000258636
	ENSG00000264514
RPS26P54	ENSG00000224161
FAM32DP	ENSG00000265472
FERMT2	ENSG00000073712
	ENSG00000267669
	ENSG00000287314
LINC01912	ENSG00000264699
KRTAP6-1	ENSG00000184724
DSTNP1	ENSG00000230982
	ENSG00000270116
	ENSG00000264040
	ENSG00000264149
USP24P1	ENSG00000229375
	ENSG00000264254
COL6A2	ENSG00000142173
GPALPP1	ENSG00000133114
	ENSG00000287209
DHFRP1	ENSG00000188985
BDP1P	ENSG00000264736
LINC01908	ENSG00000265374
TNIP2P1	ENSG00000237661
GAPDHP1	ENSG00000228232
	ENSG00000265240
S100G	ENSG00000169906
	ENSG00000274184
	ENSG00000228959
	ENSG00000267560
LINC01523	ENSG00000229522
RBM22P1	ENSG00000265097
FRG1DP	ENSG00000282870
WDR13	ENSG00000101940
	ENSG00000286559
CDH20	ENSG00000101542
LINC01721	ENSG00000230133
	ENSG00000236456
RBBP9	ENSG00000089050
	ENSG00000288083
	ENSG00000279322
MCAT	ENSG00000100294
NCOA3	ENSG00000124151
	ENSG00000274351
	ENSG00000273167
MKI67P1	ENSG00000270499
	ENSG00000229491
	ENSG00000266268
	ENSG00000231069
IGLJ1	ENSG00000211674
CPSF1P2	ENSG00000220132
	ENSG00000266014
	ENSG00000229347
	ENSG00000278337
H2AP	ENSG00000187516
LINC00330	ENSG00000235097
GPX1P1	ENSG00000197582
	ENSG00000264845
LIMK2	ENSG00000182541
RP2	ENSG00000102218
	ENSG00000278933
WBP2P1	ENSG00000229248
	ENSG00000266460
MTL3P	ENSG00000264697
HSPH1	ENSG00000120694
	ENSG00000266513
	ENSG00000280406
	ENSG00000267397
CYBB	ENSG00000165168
	ENSG00000265844
RPL30P14	ENSG00000243256
	ENSG00000265380
LINC01909	ENSG00000266258
	ENSG00000285095
	ENSG00000267655
PTPN2	ENSG00000175354
	ENSG00000241607
MBTPS2	ENSG00000012174
RPL23AP4	ENSG00000212932
PCNT	ENSG00000160299
MOB1AP2	ENSG00000233810
FAM47DP	ENSG00000174678
NR0B1	ENSG00000169297
SIAH1P1	ENSG00000230227
MAGEB17	ENSG00000182798
RPP40P1	ENSG00000229310
	ENSG00000228933
	ENSG00000232834
	ENSG00000235685
	ENSG00000233663
	ENSG00000259977
TPTEP2	ENSG00000244627
FAM47B	ENSG00000189132
SCML2	ENSG00000102098
DTD2	ENSG00000129480
PSMC6	ENSG00000100519
	ENSG00000227438
KCNJ15	ENSG00000157551
REPS2	ENSG00000169891
	ENSG00000234979
	ENSG00000234735
SLC5A1	ENSG00000100170
DUXAP8	ENSG00000206195
	ENSG00000279365
ANKRD30BP2	ENSG00000224309
LINC02559	ENSG00000236464
SRSF6P1	ENSG00000215286
	ENSG00000273104
LIF-AS2	ENSG00000268812
CTNNBL1P1	ENSG00000231235
	ENSG00000276738
MAPK6P2	ENSG00000223488
YBX1P8	ENSG00000226048
ZNF355P	ENSG00000168122
PYY3	ENSG00000181977
	ENSG00000228827
MAFF	ENSG00000185022
	ENSG00000271088
	ENSG00000286475
VN1R110P	ENSG00000231725
TSR2	ENSG00000158526
CRYZL1	ENSG00000205758
	ENSG00000228935
RNF11P2	ENSG00000227563
NINL	ENSG00000101004
	ENSG00000258803
NANOGP10	ENSG00000231750
LINC00519	ENSG00000258955
NFYCP1	ENSG00000233880
EFHC2	ENSG00000183690
	ENSG00000226169
SLC25A21-AS1	ENSG00000258708
IGLV3-27	ENSG00000211658
TRAJ51	ENSG00000248366
HMGN2P6	ENSG00000257179
BCRP4	ENSG00000215456
	ENSG00000270359
	ENSG00000287773
	ENSG00000223593
ENTHD1	ENSG00000176177
PRPF39-DT	ENSG00000249163
	ENSG00000258932
SEH1L	ENSG00000085415
	ENSG00000228343
SYN3-AS1	ENSG00000236054
	ENSG00000258782
LINC01204	ENSG00000229563
	ENSG00000234353
RPS3AP46	ENSG00000226132
MN1	ENSG00000169184
	ENSG00000258747
HMGB1P15	ENSG00000238190
	ENSG00000285608
	ENSG00000267882
	ENSG00000287335
	ENSG00000259072
MED14	ENSG00000180182
TPTEP2-CSNK1E	ENSG00000283900
MC3R	ENSG00000124089
	ENSG00000250318
LIF	ENSG00000128342
PABPC1L	ENSG00000101104
PSMA3P1	ENSG00000258563
RRAGAP1	ENSG00000259046
	ENSG00000258592
PPIAP5	ENSG00000258996
	ENSG00000271468
	ENSG00000287156
TRAJ57	ENSG00000211834
CYTH4	ENSG00000100055
	ENSG00000259087
MAD2L1P1	ENSG00000258445
LINC02322	ENSG00000258556
NOVA1-DT	ENSG00000257842
TMEM30B	ENSG00000182107
	ENSG00000259117
GNRHR2P1	ENSG00000259169
LRRC9	ENSG00000131951
SINHCAFP2	ENSG00000267742
	ENSG00000237202
	ENSG00000215512
N6AMT1	ENSG00000156239
LMAN1	ENSG00000074695
	ENSG00000280108
CHST7	ENSG00000147119
	ENSG00000280800
FGF7P2	ENSG00000185390
	ENSG00000234034
MFFP3	ENSG00000204915
POLR2CP1	ENSG00000228600
CHTF8P1	ENSG00000233543
ANKRD30BP1	ENSG00000175302
	ENSG00000289084
VN1R8P	ENSG00000219280
GTF2IP2	ENSG00000226930
USP27X	ENSG00000273820
CCNYL5	ENSG00000230039
NRIP1	ENSG00000180530
	ENSG00000238282
ENSAP1	ENSG00000224274
CLCN5	ENSG00000171365
BPI	ENSG00000101425
	ENSG00000213598
	ENSG00000258854
	ENSG00000258670
	ENSG00000258943
GPR137C	ENSG00000180998
	ENSG00000272733
IGLV3-17	ENSG00000253152
	ENSG00000239674
KRT18P23	ENSG00000215333
	ENSG00000232346
SON	ENSG00000159140
NOL12	ENSG00000273899
RPS3AP49	ENSG00000242060
	ENSG00000268573
RPS20P32	ENSG00000218198
ZNF396	ENSG00000186496
FABP3P2	ENSG00000233259
LINC02340	ENSG00000275294
	ENSG00000231922
PCNX4	ENSG00000126773
MTUS2-AS1	ENSG00000179141
UBA52P9	ENSG00000244329
NUFIP1	ENSG00000083635
	ENSG00000263637
PHLPP1	ENSG00000081913
	ENSG00000228620
	ENSG00000285404
KPNA3	ENSG00000102753
	ENSG00000235091
AHCY	ENSG00000101444
FBLN1	ENSG00000077942
DDX53	ENSG00000184735
MIR4307HG	ENSG00000257612
	ENSG00000283380
	ENSG00000275681
CDH19	ENSG00000071991
	ENSG00000276474
UQCR10P1	ENSG00000237528
	ENSG00000269902
TPT1P14	ENSG00000235929
CHMP5P1	ENSG00000215284
AMZ2P3	ENSG00000233807
RDXP3	ENSG00000238247
FTH1P19	ENSG00000219186
MAGEB16	ENSG00000189023
	ENSG00000287767
MAGEB10	ENSG00000177689
	ENSG00000228345
	ENSG00000276689
H2AL1QP	ENSG00000249467
	ENSG00000271519
	ENSG00000224556
RIPOR3-AS1	ENSG00000234693
LINC00871	ENSG00000258700
IPO7P1	ENSG00000232951
	ENSG00000231772
	ENSG00000286229
	ENSG00000227493
	ENSG00000235922
ITIH6	ENSG00000102313
SUN5	ENSG00000167098
	ENSG00000241354
	ENSG00000259111
SIX1	ENSG00000126778
RBM3	ENSG00000102317
	ENSG00000262119
	ENSG00000258638
	ENSG00000287481
	ENSG00000258505
	ENSG00000258386
	ENSG00000258758
	ENSG00000259049
LINC00683	ENSG00000266256
PPP2R5E	ENSG00000154001
	ENSG00000276958
PTCHD1	ENSG00000165186
	ENSG00000278477
LINC01522	ENSG00000237423
SMARCE1P5	ENSG00000230793
LINC01066	ENSG00000230403
ANKRD20A11P	ENSG00000215559
BSNDP1	ENSG00000275048
CRYL1	ENSG00000165475
SYAP1	ENSG00000169895
PREX1	ENSG00000124126
	ENSG00000249209
CCND3P2	ENSG00000265836
	ENSG00000266743
LINC02565	ENSG00000267726
RHOT1P2	ENSG00000203616
MTMR8	ENSG00000102043
	ENSG00000229047
DLGAP1-AS3	ENSG00000263724
LINC01674	ENSG00000228159
	ENSG00000279783
	ENSG00000279615
	ENSG00000279321
HNRNPA1P7	ENSG00000215492
	ENSG00000279769
	ENSG00000275512
	ENSG00000287470
	ENSG00000237311
ADAMTS5	ENSG00000154736
SLC14A1	ENSG00000141469
KRT8P14	ENSG00000214282
GRPEL2P2	ENSG00000225814
FTHL18P	ENSG00000243048
ZFRP1	ENSG00000234570
	ENSG00000277516
CDKL5	ENSG00000008086
SNRPGP13	ENSG00000231480
LINC01670	ENSG00000279094
Y_RNA	ENSG00000277777
MIR8069-1	ENSG00000284550
5_8S_rRNA	ENSG00000277739
LINC00398	ENSG00000237879
MIR3648-2	ENSG00000264462
	ENSG00000277671
MIR6724-2	ENSG00000274060
	ENSG00000273614
Y_RNA	ENSG00000274484
SMPD4P2	ENSG00000229147
MIR6724-3	ENSG00000277379
	ENSG00000274868
RNA5-8SN3	ENSG00000275215
MIR6724-4	ENSG00000275692
	ENSG00000278775
RNA5-8SN1	ENSG00000278189
Y_RNA	ENSG00000276546
LINC00562	ENSG00000260388
MIR6724-1	ENSG00000275950
U1	ENSG00000275631
	ENSG00000275664
MIR3648-1	ENSG00000275708
	ENSG00000277437
RNA5-8SN2	ENSG00000278233
	ENSG00000277020
SNORA70	ENSG00000252199
MIR3118-1	ENSG00000266299
MIR8069-2	ENSG00000278618
Y_RNA	ENSG00000274046
	ENSG00000264063
RNU6-286P	ENSG00000207476
RN7SL52P	ENSG00000264002
RNU6-113P	ENSG00000252462
Y_RNA	ENSG00000200754
Y_RNA	ENSG00000199962
RPS21P8	ENSG00000223782
RN7SKP147	ENSG00000252963
RNU6-1326P	ENSG00000212564
RNU6-772P	ENSG00000251851
	ENSG00000285806
RNU1-98P	ENSG00000239023
RNU2-55P	ENSG00000223078
RNU6-426P	ENSG00000252273
SNORD74B	ENSG00000201025
MIR99A	ENSG00000207638
RBM22P2	ENSG00000213411
RNU1-139P	ENSG00000212609
RNU4-45P	ENSG00000202339
MIRLET7C	ENSG00000199030
MIR125B2	ENSG00000207863
MIR3156-3	ENSG00000266211
Y_RNA	ENSG00000199698
ATP5F1EP2	ENSG00000180389
RN7SKP236	ENSG00000274662
RN7SL163P	ENSG00000266195
MIR155	ENSG00000283904
MIR6130	ENSG00000275469
RNA5SP489	ENSG00000238627
MIR4759	ENSG00000266133
MIR548X	ENSG00000265841
CDX2	ENSG00000165556
RNU6-614P	ENSG00000207097
RNU6-123P	ENSG00000251972
RNU6-926P	ENSG00000206802
U3	ENSG00000212479
MIR4327	ENSG00000265007
U6	ENSG00000283300
LGALS2	ENSG00000100079
Y_RNA	ENSG00000201984
RN7SL678P	ENSG00000263969
RN7SL740P	ENSG00000244294
RNU6-396P	ENSG00000202239
SNORA62	ENSG00000272015
SNORA70	ENSG00000207098
MIR6501	ENSG00000284448
SNORA80A	ENSG00000200792
URB1-AS1	ENSG00000256073
	ENSG00000236545
	ENSG00000227698
	ENSG00000251778
PAN3	ENSG00000152520
C2CD2	ENSG00000157617
CBX7	ENSG00000100307
PNPLA3	ENSG00000100344
